dataset,policy_episode,policy_layers,policy_neurons,policy_loss,policy_probs,lr optimizer,search_space,state,max depth of child network,child_steps_episod,steps,reward,network_accuracy,moving_accuracy,total_reward,gradients_entropty_avg,gradients_entropty_std,trainable_variables,time_taken
mnist,423,2,35,141.124,"['0.056', '0.050', '0.050', '0.059']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.008, 0.9]",9,50,1862,0.99,99.24,99.25,418.35,691.24,58.73,2712266,1463.15
mnist,424,2,35,49.799,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.9]",9,50,245,0.99,99.1,99.25,419.34,691.45,58.68,2712266,1467.21
mnist,425,2,35,63.544,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.8]",9,50,490,0.99,99.26,99.28,420.33,691.31,58.88,2712266,1471.02
mnist,426,2,35,59.415,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.9]",9,50,931,0.99,99.23,99.33,421.33,691.29,59.76,2712266,1477.09
mnist,427,2,35,80.643,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.03, 0.75]",9,50,1519,0.99,99.37,99.39,422.32,691.23,57.65,2712266,1484.81
mnist,428,2,35,37.442,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.8]",9,50,1519,0.99,98.71,99.25,423.31,692.52,56.49,2712266,1485.58
mnist,429,2,35,84.732,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.003, 0.85]",9,50,343,0.99,99.38,99.4,424.3,691.16,57.97,2712266,1494.66
mnist,430,2,35,58.026,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.8]",9,50,343,0.99,98.66,99.25,425.29,692.51,56.32,2712266,1495.5
mnist,431,2,35,135.921,"['0.055', '0.050', '0.050', '0.057']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.003, 0.9]",9,50,784,0.99,99.38,99.38,426.28,691.19,58.11,2712266,1501.53
mnist,432,2,35,126.801,"['0.056', '0.050', '0.050', '0.059']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.004, 0.95]",9,50,784,0.99,99.37,99.38,427.28,691.24,57.61,2712266,1502.31
mnist,433,2,35,51.152,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.9]",9,50,931,0.99,99.39,99.39,428.27,691.16,58.34,2712266,1504.83
mnist,434,2,35,63.523,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.8]",9,50,931,0.99,99.38,99.39,429.26,691.27,57.54,2712266,1505.61
mnist,435,2,35,60.771,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,980,0.99,99.39,99.4,430.26,691.17,58.15,2712266,1507.0
mnist,436,2,35,62.142,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.7]",9,50,1029,0.99,99.38,99.39,431.25,691.17,57.98,2712266,1508.62
mnist,437,2,35,62.14,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.7]",9,50,1176,0.99,99.41,99.41,432.25,691.16,58.41,2712266,1511.05
mnist,438,2,35,111.485,"['0.054', '0.050', '0.050', '0.057']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.03, 0.9]",9,50,1225,0.99,99.41,99.41,433.24,691.12,58.37,2712266,1512.42
mnist,439,2,35,59.386,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.85]",9,50,1225,0.99,98.53,99.24,434.22,692.71,60.3,2712266,1513.25
mnist,440,2,35,44.333,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.09, 0.85]",9,50,1323,0.99,99.12,99.24,435.22,691.39,61.47,2712266,1515.24
mnist,441,2,35,51.162,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.85]",9,50,1323,0.98,98.34,99.06,436.2,692.73,57.11,2712266,1516.05
mnist,442,2,35,63.503,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.75]",9,50,49,0.99,99.35,99.36,437.19,691.24,58.42,2712266,1523.94
mnist,443,2,35,60.756,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,99.19,99.34,438.18,691.28,56.6,2712266,1525.94
mnist,444,2,35,62.127,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.7]",9,50,147,0.99,99.18,99.31,439.18,691.34,56.44,2712266,1526.72
mnist,445,2,35,62.124,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.7]",9,50,147,0.99,99.14,99.27,440.17,691.3,56.41,2712266,1527.58
mnist,446,2,35,87.238,"['0.054', '0.050', '0.050', '0.057']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.04, 0.85]",9,50,833,0.99,99.31,99.33,441.16,691.21,59.82,2712266,1538.01
mnist,447,2,35,49.769,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.95]",9,50,833,0.98,97.95,99.05,442.14,693.58,66.13,2712266,1538.9
mnist,448,2,35,95.621,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.003, 0.7]",9,50,1372,0.99,99.23,99.24,443.13,691.31,59.22,2712266,1546.06
mnist,449,2,35,59.369,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.9]",9,50,1421,0.99,98.75,99.14,444.12,692.38,63.49,2712266,1547.43
mnist,450,2,35,104.48,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.007, 0.85]",9,50,1421,0.98,98.3,98.97,445.1,693.05,58.69,2712266,1548.24
mnist,451,2,35,130.312,"['0.055', '0.050', '0.050', '0.057']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.01, 0.95]",9,50,637,0.99,99.29,99.34,446.1,691.37,58.27,2712266,1561.86
mnist,452,2,35,55.248,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.75]",9,50,686,0.99,99.26,99.32,447.09,691.34,58.28,2712266,1563.19
mnist,453,2,35,63.475,"['0.053', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.8]",9,50,735,0.99,99.32,99.32,448.08,691.32,59.58,2712266,1564.57
mnist,454,2,35,71.103,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.004, 0.75]",9,50,833,0.99,99.31,99.32,449.08,691.37,58.69,2712266,1566.53
mnist,455,2,35,82.467,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.05, 0.85]",9,50,882,0.99,99.29,99.32,450.07,691.31,59.0,2712266,1567.95
mnist,456,2,35,49.758,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.95]",9,50,882,0.97,97.49,98.95,451.04,694.08,54.88,2712266,1568.77
mnist,457,2,35,69.804,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.006, 0.95]",9,50,1470,0.99,99.2,99.21,452.03,691.35,59.19,2712266,1576.89
mnist,458,2,35,95.768,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.009, 0.8]",9,50,441,0.99,99.34,99.36,453.03,691.24,59.17,2712266,1587.12
mnist,459,2,35,129.141,"['0.055', '0.050', '0.050', '0.058']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.004, 0.85]",9,50,441,0.98,98.37,99.16,454.01,692.76,59.68,2712266,1587.88
mnist,460,2,35,118.06,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.08, 0.8]",9,50,490,0.98,98.35,98.89,455.0,692.83,61.14,2712266,1589.29
mnist,461,2,35,63.463,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.7]",9,50,637,0.99,98.57,98.68,455.98,692.68,55.9,2712266,1591.84
mnist,462,2,35,60.72,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.7]",9,50,1274,0.99,99.37,99.37,456.97,691.32,58.46,2712266,1600.29
mnist,463,2,35,73.656,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.009, 0.7]",9,50,1372,0.99,99.39,99.39,457.97,691.19,58.98,2712266,1602.4
mnist,464,2,35,64.828,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.8]",9,50,1421,0.99,99.39,99.4,458.96,691.21,58.78,2712266,1603.76
mnist,465,2,35,60.717,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.7]",9,50,1568,0.99,99.37,99.4,459.96,691.31,58.56,2712266,1606.26
mnist,466,2,35,81.398,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.07, 0.9]",9,50,1666,0.99,99.37,99.39,460.95,691.25,58.7,2712266,1608.1
mnist,467,2,35,95.028,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.005, 0.95]",9,50,1764,0.99,99.39,99.4,461.94,691.24,58.66,2712266,1609.74
mnist,468,2,35,155.093,"['0.055', '0.050', '0.050', '0.058']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.003, 0.75]",9,50,1862,0.99,99.37,99.39,462.94,691.16,58.68,2712266,1611.56
mnist,469,2,35,126.018,"['0.053', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.01, 0.85]",9,50,343,0.99,99.39,99.41,463.93,691.17,58.59,2712266,1616.65
mnist,470,2,35,60.713,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,539,0.99,99.37,99.41,464.93,691.18,58.86,2712266,1619.81
mnist,471,2,35,40.412,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.002, 0.75]",9,50,539,0.99,98.71,99.27,465.91,692.43,56.49,2712266,1620.96
mnist,472,2,35,75.089,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.06, 0.8]",9,50,1029,0.99,99.38,99.39,466.91,691.2,58.54,2712266,1627.72
mnist,473,2,35,58.526,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.002, 0.75]",9,50,1225,0.99,99.39,99.4,467.9,691.19,58.75,2712266,1630.83
mnist,474,2,35,98.899,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.08, 0.75]",9,50,1225,0.99,99.37,99.39,468.89,691.21,57.99,2712266,1631.59
mnist,475,2,35,41.523,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.85]",9,50,1323,0.99,99.38,99.4,469.89,691.14,59.26,2712266,1633.45
mnist,476,2,35,123.721,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.08, 0.9]",9,50,1323,0.99,98.66,99.25,470.87,692.32,57.59,2712266,1634.22
mnist,477,2,35,83.48,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.09, 0.95]",9,50,1372,0.99,99.04,99.22,471.86,691.52,60.05,2712266,1635.53
mnist,478,2,35,38.906,"['0.051', '0.050', '0.050', '0.051']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.07, 0.8]",9,50,1372,0.98,98.43,99.06,472.85,692.75,58.88,2712266,1636.29
mnist,479,2,35,48.814,"['0.051', '0.050', '0.050', '0.051']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.05, 0.8]",9,50,147,0.99,99.25,99.26,473.84,691.23,59.81,2712266,1644.78
mnist,480,2,35,88.601,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.06, 0.9]",9,50,147,0.98,98.39,99.09,474.83,692.8,60.91,2712266,1645.61
mnist,481,2,35,99.655,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.005, 0.75]",9,50,294,0.98,98.5,98.74,475.81,692.61,61.1,2712266,1648.2
mnist,482,2,35,99.596,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.08, 0.75]",9,50,735,0.99,99.24,99.25,476.8,691.23,60.1,2712266,1654.31
mnist,483,2,35,64.093,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.09, 0.85]",9,50,784,0.99,99.21,99.24,477.79,691.25,59.0,2712266,1655.75
mnist,484,2,35,73.66,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.05, 0.8]",9,50,882,0.99,99.24,99.25,478.79,691.24,59.51,2712266,1657.69
mnist,485,2,35,63.466,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.75]",9,50,931,0.99,99.24,99.26,479.78,691.15,59.41,2712266,1659.08
mnist,486,2,35,92.517,"['0.053', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.003, 0.7]",9,50,1029,0.99,99.25,99.27,480.77,691.17,59.5,2712266,1660.93
mnist,487,2,35,56.616,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.85]",9,50,1078,0.99,99.22,99.26,481.76,691.31,58.97,2712266,1662.34
mnist,488,2,35,60.72,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.75]",9,50,1078,0.99,98.58,99.12,482.75,692.61,59.1,2712266,1663.13
mnist,489,2,35,60.615,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.06, 0.85]",9,50,1813,0.99,99.36,99.36,483.74,691.14,59.45,2712266,1672.46
mnist,490,2,35,126.512,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.002, 0.8]",9,50,1874,0.99,99.36,99.36,484.74,691.09,59.35,2712266,1674.03
mnist,491,2,35,57.979,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.95]",9,50,1874,0.99,98.67,99.22,485.72,692.48,57.54,2712266,1674.69
mnist,492,2,35,121.701,"['0.054', '0.050', '0.050', '0.056']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.006, 0.75]",9,50,441,0.99,99.29,99.3,486.72,691.19,58.85,2712266,1680.27
mnist,493,2,35,55.243,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.8]",9,50,1029,0.99,99.37,99.37,487.71,691.2,59.15,2712266,1689.72
mnist,494,2,35,59.339,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.75]",9,50,1127,0.99,99.38,99.38,488.7,691.1,59.49,2712266,1691.85
mnist,495,2,35,91.78,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.02, 0.9]",9,50,1127,0.99,98.64,99.23,489.69,692.42,56.39,2712266,1692.97
mnist,496,2,35,41.59,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.02, 0.85]",9,50,1225,0.99,98.8,99.01,490.68,692.36,58.41,2712266,1694.92
mnist,497,2,35,96.619,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.03, 0.75]",9,50,1323,0.99,98.74,98.9,491.67,692.35,58.06,2712266,1696.96
mnist,498,2,35,43.02,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.02, 0.85]",9,50,98,0.99,99.33,99.35,492.66,691.11,59.49,2712266,1706.02
mnist,499,2,35,105.787,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.004, 0.7]",9,50,98,0.99,98.8,99.24,493.65,692.27,57.86,2712266,1707.71
mnist,500,2,35,112.183,"['0.053', '0.050', '0.050', '0.057']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.006, 0.85]",9,50,245,0.99,98.8,99.0,494.64,692.29,57.47,2712266,1710.29
mnist,501,2,35,51.439,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.03, 0.7]",9,50,343,0.99,98.85,98.92,495.62,692.28,58.23,2712266,1712.19
mnist,502,2,35,129.909,"['0.054', '0.050', '0.050', '0.057']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.003, 0.8]",9,50,490,0.99,98.87,98.89,496.61,692.2,58.11,2712266,1714.56
mnist,503,2,35,53.866,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.75]",9,50,1127,0.99,99.3,99.32,497.61,691.2,58.95,2712266,1722.84
mnist,504,2,35,106.971,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.04, 0.85]",9,50,1372,0.99,99.32,99.35,498.6,691.17,58.84,2712266,1726.66
mnist,505,2,35,103.062,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.004, 0.95]",9,50,1372,0.99,98.9,99.26,499.59,692.27,57.37,2712266,1727.41
mnist,506,2,35,97.083,"['0.053', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.007, 0.7]",9,50,1874,0.99,99.38,99.38,500.58,691.08,59.16,2712266,1734.06
mnist,507,2,35,60.703,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.7]",9,50,1874,0.99,99.34,99.38,501.58,691.2,59.18,2712266,1734.56
mnist,508,2,35,60.695,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.75]",9,50,1874,0.99,98.86,99.27,502.56,692.26,57.38,2712266,1734.99
mnist,509,2,35,59.327,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.7]",9,50,1874,0.99,98.79,99.18,503.55,692.27,57.23,2712266,1735.48
mnist,510,2,35,130.572,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.09, 0.7]",9,50,343,0.99,99.32,99.33,504.54,691.16,58.24,2712266,1739.78
mnist,511,2,35,60.692,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.75]",9,50,343,0.99,98.72,99.21,505.53,692.29,56.41,2712266,1740.58
mnist,512,2,35,59.324,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.7]",9,50,441,0.99,98.78,99.0,506.52,692.19,56.85,2712266,1742.46
mnist,513,2,35,105.849,"['0.052', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.007, 0.75]",9,50,1421,0.99,99.32,99.34,507.51,691.14,58.62,2712266,1754.83
mnist,514,2,35,88.768,"['0.052', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.05, 0.85]",9,50,1764,0.99,99.36,99.38,508.51,691.05,59.23,2712266,1759.77
mnist,515,2,35,55.221,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.85]",9,50,1764,0.99,98.69,99.25,509.49,692.21,57.33,2712266,1760.53
mnist,516,2,35,83.444,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.001, 0.75]",9,50,196,0.99,99.31,99.32,510.49,691.2,58.31,2712266,1765.0
mnist,517,2,35,80.457,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.03, 0.7]",9,50,392,0.99,99.36,99.36,511.48,691.04,58.54,2712266,1767.89
mnist,518,2,35,55.221,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.85]",9,50,392,0.99,98.75,99.24,512.47,692.31,57.65,2712266,1768.69
mnist,519,2,35,57.937,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.75]",9,50,882,0.99,99.36,99.36,513.46,691.15,58.66,2712266,1775.45
mnist,520,2,35,110.752,"['0.052', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.006, 0.75]",9,50,1176,0.99,99.37,99.38,514.46,691.14,58.89,2712266,1779.8
mnist,521,2,35,63.795,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.006, 0.9]",9,50,1225,0.99,99.37,99.38,515.45,691.14,58.7,2712266,1781.12
mnist,522,2,35,73.585,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.04, 0.7]",9,50,1274,0.99,99.37,99.38,516.44,691.11,59.02,2712266,1782.52
mnist,523,2,35,57.942,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.7]",9,50,1372,0.99,99.38,99.39,517.44,691.05,59.11,2712266,1784.46
mnist,524,2,35,70.588,"['0.052', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.04, 0.8]",9,50,1421,0.99,99.38,99.39,518.43,691.03,59.2,2712266,1785.84
mnist,525,2,35,57.941,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.7]",9,50,1519,0.99,99.36,99.39,519.42,691.07,59.22,2712266,1787.88
mnist,526,2,35,129.056,"['0.052', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.003, 0.9]",9,50,1519,0.99,98.78,99.27,520.41,692.16,57.8,2712266,1788.64
mnist,527,2,35,73.64,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.08, 0.95]",9,50,1519,0.99,98.69,99.15,521.4,692.33,60.49,2712266,1789.36
mnist,528,2,35,79.297,"['0.051', '0.050', '0.050', '0.051']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.03, 0.75]",9,50,245,0.99,99.31,99.31,522.39,691.17,59.31,2712266,1797.11
mnist,529,2,35,36.015,"['0.051', '0.050', '0.050', '0.052']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.8]",9,50,637,0.99,99.38,99.38,523.39,691.08,59.2,2712266,1802.42
mnist,530,2,35,102.294,"['0.052', '0.050', '0.050', '0.055']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.003, 0.8]",9,50,637,0.99,99.36,99.38,524.38,691.17,58.96,2712266,1803.16
mnist,531,2,35,57.947,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.06, 0.95]",9,50,637,0.98,98.08,99.12,525.36,693.07,50.28,2712266,1803.97
mnist,532,2,35,57.927,"['0.051', '0.050', '0.050', '0.053']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.75]",9,50,1225,0.99,99.32,99.35,526.35,691.21,58.61,2712266,1811.86
mnist,533,2,35,60.542,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.07, 0.7]",9,50,1617,0.99,99.35,99.39,527.35,691.18,60.56,2712266,1816.91
mnist,534,2,35,123.597,"['0.052', '0.050', '0.050', '0.054']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.01, 0.95]",9,50,1862,0.99,99.35,99.4,528.34,691.08,57.97,2712266,1820.25
