dataset,policy_episode,policy_layers,policy_neurons,policy_loss,policy_probs,lr optimizer,search_space,state,max depth of child network,child_steps_episod,steps,reward,network_accuracy,moving_accuracy,total_reward,gradients_entropty_avg,gradients_entropty_std,trainable_variables,time_taken
mnist,817,2,35,124.643,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.09, 0.9]",9,50,588,0.99,99.25,99.33,808.71,691.24,58.26,2712266,2627.75
mnist,818,2,35,121.739,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.008, 0.95]",9,50,1323,0.99,99.4,99.42,809.7,691.15,58.25,2712266,2636.61
mnist,819,2,35,89.231,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.06, 0.75]",9,50,1421,0.99,99.39,99.41,810.69,691.12,58.29,2712266,2638.56
mnist,820,2,35,126.469,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.007, 0.75]",9,50,1421,0.99,99.38,99.41,811.69,691.15,58.87,2712266,2639.35
mnist,821,2,35,110.743,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.004, 0.8]",9,50,1568,0.99,99.36,99.39,812.68,691.15,58.49,2712266,2641.96
mnist,822,2,35,27.736,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1617,0.99,99.37,99.39,813.67,691.09,58.67,2712266,2643.31
mnist,823,2,35,27.736,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1617,0.99,99.33,99.38,814.67,691.1,59.13,2712266,2644.07
mnist,824,2,35,27.736,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1617,0.99,99.24,99.35,815.66,691.16,56.25,2712266,2644.82
mnist,825,2,35,76.097,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.001, 0.75]",9,50,1715,0.99,99.24,99.3,816.65,691.14,56.46,2712266,2646.69
mnist,826,2,35,27.736,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1764,0.99,99.27,99.29,817.65,691.12,56.74,2712266,2648.04
mnist,827,2,35,54.335,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.002, 0.8]",9,50,98,0.99,99.31,99.32,818.64,691.17,57.33,2712266,2651.42
mnist,828,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,98,0.99,99.26,99.31,819.63,691.14,58.81,2712266,2652.16
mnist,829,2,35,92.507,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.05, 0.9]",9,50,147,0.99,99.25,99.29,820.62,691.21,60.36,2712266,2653.5
mnist,830,2,35,118.099,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.005, 0.75]",9,50,294,0.99,99.31,99.31,821.62,691.15,60.41,2712266,2656.38
mnist,831,2,35,91.193,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.1, 0.06, 0.85]",9,50,294,0.99,98.62,99.17,822.6,692.52,59.99,2712266,2657.12
mnist,832,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,343,0.99,99.08,99.14,823.59,691.33,60.16,2712266,2658.44
mnist,833,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,343,0.99,98.74,99.06,824.58,691.81,56.5,2712266,2659.23
mnist,834,2,35,115.195,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.07, 0.95]",9,50,392,0.98,98.4,98.89,825.56,692.65,57.31,2712266,2660.6
mnist,835,2,35,102.247,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.09, 0.7]",9,50,1372,0.99,99.29,99.3,826.56,691.36,61.22,2712266,2672.69
mnist,836,2,35,44.474,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.08, 0.95]",9,50,1372,0.98,97.97,99.04,827.54,693.49,63.63,2712266,2673.5
mnist,837,2,35,91.885,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.001, 0.9]",9,50,1470,0.98,98.1,98.57,828.52,693.3,62.58,2712266,2675.37
mnist,838,2,35,116.337,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.001, 0.8]",9,50,294,0.99,99.23,99.26,829.51,691.43,59.54,2712266,2684.13
mnist,839,2,35,103.824,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.007, 0.7]",9,50,441,0.99,99.26,99.26,830.5,691.46,59.61,2712266,2686.59
mnist,840,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,441,0.99,99.25,99.26,831.5,691.44,61.33,2712266,2687.7
mnist,841,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,441,0.99,99.24,99.26,832.49,691.42,61.68,2712266,2688.43
mnist,842,2,35,44.611,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.07, 0.75]",9,50,637,0.99,99.31,99.32,833.48,691.33,59.53,2712266,2691.53
mnist,843,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,637,0.99,99.2,99.29,834.47,691.35,59.89,2712266,2692.3
mnist,844,2,35,27.735,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,833,0.99,99.26,99.27,835.47,691.38,58.02,2712266,2695.43
mnist,845,2,35,116.064,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.007, 0.9]",9,50,882,0.99,99.27,99.28,836.46,691.33,57.98,2712266,2696.75
mnist,846,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,931,0.99,99.27,99.28,837.45,691.31,58.66,2712266,2698.05
mnist,847,2,35,74.696,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.05, 0.8]",9,50,931,0.98,98.48,99.12,838.44,692.55,60.38,2712266,2698.83
mnist,848,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.29,99.3,839.43,691.18,58.93,2712266,2703.25
mnist,849,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1323,0.99,98.94,99.23,840.42,691.31,54.34,2712266,2704.54
mnist,850,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1372,0.99,98.98,99.16,841.41,691.56,60.35,2712266,2705.87
mnist,851,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1372,0.99,98.75,99.07,842.4,692.15,62.11,2712266,2706.57
mnist,852,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1421,0.99,98.72,98.97,843.38,692.34,61.15,2712266,2707.89
mnist,853,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1470,0.98,98.35,98.85,844.37,692.91,60.63,2712266,2709.24
mnist,854,2,35,120.401,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.1, 0.01, 0.95]",9,50,1519,0.98,98.34,98.68,845.35,693.4,58.65,2712266,2710.59
mnist,855,2,35,105.481,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.02, 0.95]",9,50,1715,0.99,98.6,98.62,846.34,692.89,57.67,2712266,2714.04
mnist,856,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,98.96,98.98,847.33,692.2,60.51,2712266,2718.38
mnist,857,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,98.87,98.95,848.31,692.36,61.63,2712266,2719.08
mnist,858,2,35,62.285,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.08, 0.85]",9,50,833,0.99,99.19,99.21,849.31,691.46,59.36,2712266,2727.38
mnist,859,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,931,0.99,99.05,99.19,850.3,691.74,57.96,2712266,2729.28
mnist,860,2,35,109.531,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.004, 0.75]",9,50,931,0.98,97.52,98.86,851.27,693.89,69.22,2712266,2730.82
mnist,861,2,35,99.337,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.006, 0.9]",9,50,1127,0.99,98.58,98.61,852.26,692.78,56.1,2712266,2733.83
mnist,862,2,35,96.841,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.06, 0.7]",9,50,196,0.99,99.35,99.38,853.25,691.2,59.6,2712266,2745.62
mnist,863,2,35,73.337,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.006, 0.7]",9,50,294,0.99,99.34,99.37,854.24,691.29,58.65,2712266,2747.41
mnist,864,2,35,87.643,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.1, 0.06, 0.7]",9,50,294,0.99,98.73,99.24,855.23,692.67,60.78,2712266,2748.12
mnist,865,2,35,27.734,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,392,0.99,99.23,99.27,856.22,691.51,57.98,2712266,2749.93
mnist,866,2,35,95.201,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.01, 0.8]",9,50,441,0.99,99.25,99.26,857.22,691.5,58.2,2712266,2751.2
mnist,867,2,35,66.854,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.05, 0.85]",9,50,735,0.99,99.3,99.31,858.21,691.2,58.86,2712266,2755.32
mnist,868,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,784,0.99,99.25,99.3,859.2,691.35,61.53,2712266,2756.6
mnist,869,2,35,70.443,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.007, 0.85]",9,50,833,0.99,99.26,99.29,860.19,691.27,59.42,2712266,2758.19
mnist,870,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,833,0.99,99.24,99.28,861.19,691.25,60.96,2712266,2758.95
mnist,871,2,35,69.436,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.02, 0.9]",9,50,833,0.99,98.69,99.16,862.17,692.61,59.79,2712266,2759.73
mnist,872,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1029,0.99,99.05,99.2,863.16,691.44,57.23,2712266,2762.74
mnist,873,2,35,146.811,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.009, 0.8]",9,50,1078,0.99,99.13,99.18,864.16,691.38,57.55,2712266,2764.02
mnist,874,2,35,80.687,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.002, 0.95]",9,50,1127,0.99,99.17,99.18,865.15,691.35,57.71,2712266,2765.37
mnist,875,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.14,99.22,866.14,691.35,58.62,2712266,2767.79
mnist,876,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.07,99.19,867.13,691.37,57.56,2712266,2768.52
mnist,877,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1323,0.99,99.01,99.15,868.12,691.36,61.85,2712266,2769.99
mnist,878,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1323,0.98,98.49,99.01,869.1,691.98,60.44,2712266,2770.69
mnist,879,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1372,0.99,98.81,98.95,870.09,691.76,62.88,2712266,2771.95
mnist,880,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1421,0.99,98.86,98.95,871.08,691.48,65.08,2712266,2773.97
mnist,881,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1519,0.99,98.85,98.91,872.07,692.07,57.39,2712266,2775.81
mnist,882,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1519,0.99,98.84,98.9,873.06,692.2,57.75,2712266,2776.57
mnist,883,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1568,0.99,98.69,98.86,874.04,692.07,61.85,2712266,2777.94
mnist,884,2,35,97.352,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.05, 0.85]",9,50,539,0.99,99.21,99.26,875.04,691.37,59.43,2712266,2788.47
mnist,885,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,539,0.99,99.09,99.23,876.03,691.63,63.05,2712266,2789.18
mnist,886,2,35,56.866,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.005, 0.85]",9,50,539,0.99,99.05,99.19,877.02,691.6,67.05,2712266,2789.93
mnist,887,2,35,27.733,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,588,0.99,99.05,99.17,878.01,691.73,57.4,2712266,2791.19
mnist,888,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,588,0.99,98.9,99.12,879.0,691.89,57.22,2712266,2793.2
mnist,889,2,35,108.356,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.04, 0.75]",9,50,686,0.99,99.07,99.1,879.99,691.57,56.68,2712266,2795.3
mnist,890,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,686,0.99,98.98,99.07,880.98,691.71,51.17,2712266,2796.01
mnist,891,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,833,0.99,98.9,99.06,881.97,692.06,66.24,2712266,2798.42
mnist,892,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,882,0.99,98.78,99.01,882.96,691.96,56.46,2712266,2799.69
mnist,893,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,931,0.98,98.11,98.82,883.94,693.02,59.9,2712266,2801.07
mnist,894,2,35,74.749,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.05, 0.95]",9,50,1862,0.99,99.1,99.16,884.93,691.47,60.31,2712266,2812.19
mnist,895,2,35,110.655,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.004, 0.7]",9,50,49,0.99,99.15,99.15,885.92,691.4,60.66,2712266,2813.69
mnist,896,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,49,0.99,99.09,99.14,886.91,691.63,60.8,2712266,2814.42
mnist,897,2,35,84.703,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.08, 0.9]",9,50,49,0.98,98.27,98.97,887.89,693.33,59.59,2712266,2815.11
mnist,898,2,35,94.236,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.007, 0.7]",9,50,1274,0.99,99.2,99.2,888.88,691.38,60.1,2712266,2829.56
mnist,899,2,35,79.31,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.08, 0.9]",9,50,1715,0.99,99.27,99.28,889.88,691.23,59.08,2712266,2835.37
mnist,900,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1715,0.99,99.26,99.27,890.87,691.28,59.42,2712266,2836.1
mnist,901,2,35,85.898,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.04, 0.8]",9,50,1715,0.98,98.44,99.11,891.85,692.69,60.66,2712266,2836.82
mnist,902,2,35,127.628,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.004, 0.75]",9,50,343,0.99,99.27,99.27,892.85,691.25,59.92,2712266,2843.19
mnist,903,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,343,0.99,99.25,99.27,893.84,691.35,58.72,2712266,2843.97
mnist,904,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,490,0.99,98.8,99.19,894.83,691.7,65.03,2712266,2846.4
mnist,905,2,35,124.549,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.03, 0.7]",9,50,1470,0.99,99.32,99.34,895.82,691.23,57.9,2712266,2858.49
mnist,906,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1617,0.99,99.28,99.33,896.81,691.42,54.39,2712266,2860.81
mnist,907,2,35,94.616,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.008, 0.9]",9,50,1715,0.99,99.28,99.31,897.81,691.3,54.75,2712266,2862.45
mnist,908,2,35,88.386,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.09, 0.7]",9,50,1813,0.99,99.29,99.31,898.8,691.24,55.88,2712266,2864.35
mnist,909,2,35,27.732,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1862,0.99,99.24,99.3,899.79,691.31,58.96,2712266,2865.91
mnist,910,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,49,0.99,99.26,99.29,900.78,691.34,57.38,2712266,2867.47
mnist,911,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,98,0.99,99.25,99.28,901.78,691.31,58.94,2712266,2868.85
mnist,912,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,99.17,99.25,902.77,691.41,59.7,2712266,2870.18
mnist,913,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,99.0,99.2,903.76,691.52,58.46,2712266,2870.94
mnist,914,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,196,0.99,99.03,99.16,904.75,691.67,54.56,2712266,2872.53
mnist,915,2,35,90.458,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.006, 0.75]",9,50,196,0.99,98.99,99.12,905.74,691.65,54.91,2712266,2873.33
mnist,916,2,35,63.663,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.05, 0.9]",9,50,637,0.99,99.21,99.26,906.73,691.53,56.3,2712266,2879.19
mnist,917,2,35,90.074,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.03, 0.7]",9,50,637,0.98,98.48,99.1,907.72,693.02,54.37,2712266,2879.93
mnist,918,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,784,0.99,99.17,99.19,908.71,691.32,60.83,2712266,2882.45
mnist,919,2,35,68.06,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.007, 0.9]",9,50,784,0.98,98.28,99.01,909.69,693.04,56.59,2712266,2883.19
mnist,920,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1029,0.99,98.92,99.1,910.68,691.91,55.16,2712266,2887.78
mnist,921,2,35,115.527,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.09, 0.85]",9,50,1874,0.99,99.27,99.31,911.67,691.33,57.89,2712266,2898.69
mnist,922,2,35,31.73,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.03, 0.7]",9,50,441,0.99,99.32,99.33,912.66,691.28,58.53,2712266,2904.42
mnist,923,2,35,93.939,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.002, 0.8]",9,50,931,0.99,99.34,99.35,913.66,691.28,58.7,2712266,2910.73
mnist,924,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,931,0.99,99.09,99.3,914.65,691.6,61.42,2712266,2911.53
mnist,925,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1127,0.99,99.32,99.32,915.64,691.47,57.73,2712266,2914.57
mnist,926,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.34,99.37,916.64,691.28,58.61,2712266,2917.09
mnist,927,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.32,99.36,917.63,691.23,58.03,2712266,2917.89
mnist,928,2,35,27.731,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1519,0.99,99.21,99.36,918.62,691.31,57.48,2712266,2921.59
